Index,UserId,Song Title,Singer,Movie/Album,Year,Music Director,Language,Rating,Duration_ms
15,3757,"""Aa Dil Se Dil Mila Le""",Aasha Bhosale,Navrang,1959,C. Ramachandra,Hindi,4,134769
16,3757,"""Aa Gaya Maza Pyar Ka Nash"" (female)",Aasha Bhosale,Sarhad,1960,C. Ramchandra,Hindi,NAN,124016
17,3757,"""Aa Gaya Maza Pyar Ka Nasha"" (duet)",Aasha Bhosale,Sarhad,1960,C. Ramchandra,Hindi,NAN,127727
18,3757,"""Aa Gayi Maha Shivratri Padharo Shankar Ji""",Aasha Bhosale,Shiv Ratri,1954,Chitragupt,Hindi,NAN,134769
19,3757,"""Aa Ha Ayee Milan Ki Bela""",Aasha Bhosale,Ayee Milan Ki Bela,1964,Shankar–Jaikishan,Hindi,NAN,124016
20,3757,"""Aa Ja Hai Tera Intezar""",Aasha Bhosale,Abe–Hayat,1955,Sardar Malik,Hindi,4,134769
21,3757,"""Aa Jaane Jigar""",Aasha Bhosale,Mehlon Ke Khwab[27],1960,S. Mohinder,Hindi,4,134769
22,3757,"""Aa Jagmagata Chaand Hai""",Aasha Bhosale,Jeeva[62],1986,R D Burman,Hindi,3,124016
23,3757,"""Aa Jane Bahaar Aa Ja""",Aasha Bhosale,Paapi,1953,S. Mohinder,Hindi,4,128016
24,3757,"""Aa Kehna Mera Aaj Maan Le""",Aasha Bhosale,Salaam Mem Saheb,1961,Ravi,Hindi,2,125381
25,3757,"""Aa Khel Khelen Hum, Ek Khel Khelen Hum""",Aasha Bhosale,Bekhudi,1992,Nadeem–Shravan,Hindi,NAN,131016
26,3757,"""Aa Lag Ja Gale Mere Lehrake""",Aasha Bhosale,Agar,1977,Sonik–Omi,Hindi,3,132742
27,3757,"""Aa Lehraye Jiya, Balkhaye Jiya""",Aasha Bhosale,Sharada,1957,C. Ramchandra,Hindi,4,124016
28,3757,"""Aa Main Bataun Tu Hai Kya""",Aasha Bhosale,Qawwali Ki Raat,1964,Iqbal Qureshi,Hindi,4,124016
29,3757,"""Aa Matlab Ka Tu Meet""",Aasha Bhosale,Ganga Jumna,1961,Naushad,Hindi,NAN,125381
30,3757,"""Aa Meri Ankhon Ki Gehrayi Mein""",Aasha Bhosale,Pyar Ka Bandhan,1963,Ravi,Hindi,4,148016
31,3757,"""Aa Pardesi Baalma More Aangna""",Aasha Bhosale,Chham Chhama Chham,1952,O. P. Nayyar,Hindi,2,125381
32,3757,"""Aa Piya Aa Oiya, Meri Gali Aaja""",Aasha Bhosale,Dand Nayak,1998,Rajesh Roshan,Hindi,2,124016
33,3757,"""Aadha Hai Chandrama, Raat Aadhi""",Aasha Bhosale,Navrang,1959,C. Ramachandra,Hindi,2,148016
34,3757,"""Aadi Ka Kinara Ho Pani Aawara Ho""",Aasha Bhosale,C.I.D. 912,1967,O. P. Nayyar,Hindi,4,124016
35,3757,"""Aag Me Jale Jawaani""",Aasha Bhosale,Umar Qaid,1975,Sonik–Omi,Hindi,5,124016
36,3757,"""Aage Aage Ek Haseena""",Aasha Bhosale,Professor Pyarelal,1981,Kalyanji–Anandji,Hindi,NAN,124016
37,3757,"""Aage Bhi Jaane Na Tu""[5]",Aasha Bhosale,Waqt[33],1965,Ravi,Hindi,4,124016
38,3757,"""Aahon Mein Jalta Jaa""",Aasha Bhosale,'Malka-e-Alam Noor Jehan,1954,Avinash Vyas,Hindi,3,124893
39,3757,"""Aai Karke Singhar Tohe Nindiya Laagi""",Aasha Bhosale,Baawri,1982,Khayyam,Hindi,NAN,124944
40,3757,"""Aaiye Aur Paas""",Aasha Bhosale,Sweety,1981,Hemant Bhosle,Hindi,3,127485
41,3757,"""Aaiye Meherbaan""",Aasha Bhosale,Howrah Bridge[18],1958,O. P. Nayyar,Hindi,2,254122
42,3757,"""Aaiye Padhariye""",Aasha Bhosale,Geeta Gaaya Pattharon Ne,1964,Ram Lal,Hindi,2,189467
43,3757,"""Aaj Akeli Main""",Aasha Bhosale,Sweety,1981,Hemant Bhosle,Hindi,4,132742
44,3757,"""Aaj Bhagwan Ke Charanon Mein""",Aasha Bhosale,Zindagi,1964,Shankar–Jaikishan,Hindi,3,171000
45,3757,"""Aaj Duniya Badi Suhaani Hai""",Aasha Bhosale,Nartaki,1963,Ravi,Hindi,4,168000
46,3757,"""Aaj Hai Karva Chauth""",Aasha Bhosale,Bahu Beti,1965,Ravi,Hindi,4,184546
47,3757,"""Aaj Ka Din Bhi Phika Phika""",Aasha Bhosale,Baat Ek Raat Ki,1962,S. D. Burman,Hindi,NAN,186566
48,3757,"""Aaj Ka Salaam Lo""",Aasha Bhosale,Chaubees Ghante,1958,Bipin Babul,Hindi,3,217466
49,3757,"""Aaj Kahi Raja Chalo Mere Sang""",Aasha Bhosale,Ujala Hi Ujala,1974,R D Burman,Hindi,2,171383
50,3757,"""Aaj Kal Parso Mein""",Aasha Bhosale,Sitaron Se Aage,1958,S D Burman,Hindi,4,241160
51,3757,"""Aaj Ki Raat Badi Natkhat"" (duet)",Aasha Bhosale,Nai Umar Ki Nai Fasal,1966,Roshan,Hindi,2,229333
52,3757,"""Aaj Ki Raat Koi Aane Ko Hai""",Aasha Bhosale,Anamika,1973,R D Burman,Hindi,NAN,109056
53,3757,"""Aaj Ki Raat""",Aasha Bhosale,Jagir,1984,R. D. Burman,Hindi,2,226906
54,3757,"""Aaj Kisi Ke Haathon Ne""",Aasha Bhosale,Savdhan,1954,Vasant Pawar,Hindi,4,210005
55,3752,"""Aaj Koi Aayega Dil Se Lagayega""",Aasha Bhosale,Chanda Aur Bijli,1969,Shankar–Jaikishan,Hindi,4,217371
56,3752,"""Aaj Koi Pyar Se Dil Ki Baate Kah Gaya""",Aasha Bhosale,Sawan Ki Ghata,1966,O. P. Nayyar,Hindi,4,258255
57,3752,"""Aaj Main Dekhun Jidhar Jidhar""",Aasha Bhosale,Doli,1969,Ravi,Hindi,3,245596
58,3743,"""Aaj Main Khush""",Aasha Bhosale,Grahan,2001,Karthik Raja,Hindi,3,185969
59,3743,"""Aaj Maine Jana Mera Dil Hai Diwana""",Aasha Bhosale,Farishta,1958,O. P. Nayyar,Hindi,2,223000
60,3719,"""Aaj More Aangna Mein""",Aasha Bhosale,Shri Ganesh Janma,1951,"Manna Dey, Khemchand Prakash",Hindi,5,200168
61,3719,"""Aaj Pila De Saaqi Apni""",Aasha Bhosale,Doli,1969,Ravi,Hindi,2,211304
62,3719,"""Aaj Rapat Jaayen To""",Aasha Bhosale,Namak Halaal,1982,Bappi Lahiri,Hindi,4,167920
63,3719,"""Aaj Sakhi Ri More Piya Ghar Aaye Re""",Aasha Bhosale,Ram Aur Shyam,1967,Naushad,Hindi,4,198553
64,3709,"""Aaj Taron Me Chamak Phulo Me Rangat""",Aasha Bhosale,Daulat,1982,R D Burman,Hindi,2,215867
65,3702,"""Aaj Teri Mehfil Mein""",Aasha Bhosale,Ram Kasam,1978,Sonik–Omi,Hindi,2,102570
66,3693,"""Aaj Tumhare Charnon Mein""",Aasha Bhosale,Shri Nagad Narayan,1955,Vinod,Hindi,NAN,184130
67,3693,"""Aaja Aaja Main Hoon Pyaar Tera""",Aasha Bhosale,Teesri Manzil[37],1966,R D Burman,Hindi,5,152655
68,3675,"""Aaja Badli Ke Sang""",Aasha Bhosale,Dhobi Doctor,1954,Khayyam,Hindi,2,440952
69,3675,"""Aaja Balam Ji Saajan Ji""",Aasha Bhosale,Jai Mahakali,1951,Kumar,Hindi,3,277098
70,3675,"""Aaja Deewane Aaja Le Chal Aakar Sabko""",Aasha Bhosale,Chaand Kaa Tukdaa,1994,Mahesh–Kishore,Hindi,3,172244
71,3675,"""Aaja Jaanejan Mere Meherbaan""",Aasha Bhosale,Geeta Gaaya Pattharon Ne,1964,Ram Lal,Hindi,3,151900
72,3675,"""Aaja Ke Dil Tujhko Ro Ro Pukaare""",Aasha Bhosale,Firdaus,1953,Robin Chatterjee,Hindi,NAN,237556
73,3675,"""Aaja Ke Meri Jaan Ko Karaar Nahin Hai""",Aasha Bhosale,Parbat Ke Us Paar,1988,Khayyam,Hindi,4,245710
74,3675,"""Aaja Mere Piya, Jhukti Hain Duniyawale""",Aasha Bhosale,Gharbaar,1953,Vasant Prabhu,Hindi,4,216960
75,3675,"""Aaja Meri Bahon Mein Aa""",Aasha Bhosale,Mahiya: Call of Love,2005,"J. Subhash, Shekhar Sharma",Hindi,3,117170
76,3675,"""Aaja O Mere Pyaar""",Aasha Bhosale,Hamlet,1954,Ramesh Naidu,Hindi,4,202570
77,3675,"""Aaja O Mere Raja""",Aasha Bhosale,Apna Desh,1972,R D Burman,Hindi,4,191780
78,3674,"""Aaja Panchhi Akela Hai""",Aasha Bhosale,Nau Do Gyarah[9],1957,S D Burman,Hindi,4,144000
79,3670,"""Aaja Ranjhan Yaara Aaja"" (Happy)",Aasha Bhosale,Parbat Ke Us Paar,1988,Khayyam,Hindi,5,31720
80,3669,"""Aaja Ranjhan Yaara Aaja"" (Sad)",Aasha Bhosale,Parbat Ke Us Paar,1988,Khayyam,Hindi,4,35060
81,3669,"""Aaja Re Aaja Na Sata Re Piya""",Aasha Bhosale,Chhoo Mantar,1956,O. P. Nayyar,Hindi,4,50700
82,3669,"""Aaja Re Aaja Re Aaja""",Aasha Bhosale,Waman Avatar,1955,Chitragupt,Hindi,3,35990
83,3669,"""Aaja Re Aaja Re, Aaja Nain Duare""",Aasha Bhosale,Roop Ki Rani Choron Ka Raja,1961,Shankar–Jaikishan,Hindi,NAN,49120
84,3659,"""Aaja Re Deewane Aaja Re Deewane""",Aasha Bhosale,Razia Sultana,1963,Lachhiram Tomar,Hindi,NAN,191930
85,3659,"""Aaja Re More Oiya Na Jaa Re""",Aasha Bhosale,Sarhad,1960,C. Ramchandra,Hindi,NAN,195750
86,3659,"""Aaja Re Saajan Aaja Re""",Aasha Bhosale,Aag Hi Aag,1988,Bappi Lahiri,Hindi,NAN,133349
87,3643,"""Aaja Tu Raja Aaja""",Aasha Bhosale,Raj Tilak,1958,C. Ramchandra,Hindi,4,251700
88,3640,"""Aaja, Dikhaaon Tujhe Jannat Ki Shaam""",Aasha Bhosale,Lal Patthar,1972,Shankar–Jaikishan,Hindi,4,41565
89,3640,"""Aajkal Shauq-E-Deedar Hai""",Aasha Bhosale,Leader,1964,Naushad,Hindi,NAN,107120
90,3640,"""Aaju Re, Dil Men Hai Laagi Mere""",Aasha Bhosale,Sharada,1957,C. Ramchandra,Hindi,NAN,227240
91,3632,"""Aaki Naaki""",Aasha Bhosale,Ghatak: Lethal,1996,R D Burman,Hindi,4,34900
92,3605,"""Aam Le Lo Aam""",Aasha Bhosale,Ganga Ki Kasam,1975,Sonik–Omi,Hindi,3,298810
93,3603,"""Aamli Ki Taamli Taamli Ke Gaon Mein""",Aasha Bhosale,Prem Bandhan,1979,Laxmikant–Pyarelal,Hindi,3,252150
94,3601,"""Aana Aana Atariya Pe Aana""",Aasha Bhosale,Kalpana,1960,O. P. Nayyar,Hindi,5,137179
95,3599,"""Aana Chaahun, Aa Na Sakoon Main""",Aasha Bhosale,Naulakha Haar,1953,Bhola Shreshtha,Hindi,4,31224
96,3596,"""Aana Hai Toh Chale Aao""",Aasha Bhosale,Taxi Stand,1958,Chitragupt,Hindi,2,31110
97,3594,"""Aanchal Pe Tera Hi Naam Likha""",Aasha Bhosale,Aakhri Sanghursh,1997,Hemant Bhosle,Hindi,NAN,176070
98,3594,"""Aane Aane Do""",Aasha Bhosale,Isi Ka Naam Duniya Hai,1962,Ravi,Hindi,2,243540
99,3594,"""Aangan Mein Khele Laal""",Aasha Bhosale,Shri Ganesh Vivah,1955,Chitragupt,Hindi,4,31315
100,3593,"""Aankh Mein Rehte Hai Woh""",Aasha Bhosale,Naya Kanoon,1965,Madan Mohan,Hindi,3,33780
101,3583,"""Aankhe Milayenge Bate Sunayenge""",Aasha Bhosale,Bhanwar,1976,R D Burman,Hindi,3,48750
102,3578,"""Aankhen Meri Maikhana""",Aasha Bhosale,Sawan Bhadon,1970,Somik-Omi,Hindi,4,36520
103,3578,"""Aankhen Ro Ro Har Gayi""",Aasha Bhosale,Majboori,1954,Robin Chatterjee,Hindi,3,268410
104,3578,"""Aankho Aankho Me Naa Jane Kya""",Aasha Bhosale,Bedaagh,1965,Roshan,Hindi,3,147280
105,3578,"""Aankho Me Meri Chhaya Nasha""",Aasha Bhosale,Farz Ki Keemat,1985,Sonik–Omi,Hindi,5,38230
106,3578,"""Aankhon Aankhon Me Ho Gaye Mast Ishare""",Aasha Bhosale,Khazanchi[20],1958,Madan Mohan,Hindi,NAN,33240
107,3578,"""Aankhon Aankhon Mein Baat Hone Do""",Aasha Bhosale,Aankhon Aankhon Mein,1972,Shankar–Jaikishan,Hindi,4,224650
108,3569,"""Aankhon Mein Kya Ji""",Aasha Bhosale,Nau Do Gyarah[9],1957,S D Burman,Hindi,NAN,34920
109,3561,"""Aankhon Ne Kiya Ishara""",Aasha Bhosale,Shaher Se Door,1972,Sonik–Omi,Hindi,4,34150
110,3561,"""Aankhon Se Ishaara Karke Humein""",Aasha Bhosale,Nasihat,1967,O. P. Nayyar,Hindi,4,158780
111,3556,"""Aansoo Piye Teri""",Aasha Bhosale,Dhobi Doctor,1954,Khayyam,Hindi,4,235450
112,3556,"""Aao Huzoor Tumko""",Aasha Bhosale,Kismat,1968,O. P. Nayyar,Hindi,NAN,32200
113,3556,"""Aao Huzoor Tumko"" (revival)",Aasha Bhosale,Kismat,1968,O. P. Nayyar,Hindi,NAN,36370
114,3556,"""Aao Jhoome Gaaye Milke Dhoom Machayae""",Aasha Bhosale,Paraya Dhan,1971,R D Burman,Hindi,NAN,137390
115,3538,"""Aap Ko Pyaar Chhupaane Kee Buree Aadat Hain""",Aasha Bhosale,Neela Akash,1965,Madan Mohan,Hindi,3,192000
116,3538,"""Aap Sa Koi Hasin""",Aasha Bhosale,Chandi Sona,1977,R D Burman,Hindi,4,205160
117,3538,"""Aap Se Meri Jaan Maine Mohabbat Ki Hai""",Aasha Bhosale,Yeh Raat Phir Na Aayegi,1966,O. P. Nayyar,Hindi,4,31340
118,3538,"""Aap Yunhi Agar Humse Milte Rahe""",Aasha Bhosale,Ek Musafir Ek Hasina[29],1962,O. P. Nayyar,Hindi,2,58910
119,3538,"""Aapke Kamare Me Koyee Rehata Hai""",Aasha Bhosale,Yaadon Ki Baraat,1973,R D Burman,Hindi,4,210000
120,3538,"""Aapse Pyaar Hua, Aap Khafa Ho Baithe""",Aasha Bhosale,Aabroo,1968,Sonik–Omi,Hindi,NAN,64370
121,3537,"""Aar Ya Paar"" (Female)",Aasha Bhosale,Aar Ya Paar,1997,Viju Shah,Hindi,NAN,89980
122,3534,"""Aare Munhe, Taare Munhe""",Aasha Bhosale,Waaris,1988,Uttam–Jagdish,Hindi,3,32190
123,3532,"""Aare Re Re Chale Buland Ke Teer""",Aasha Bhosale,Ritu Vihaar,1954,Jamal Sen,Hindi,3,45330
124,3521,"""Aarti Karo Hari Har Ki""",Aasha Bhosale,Naag Panchami,1953,Chitragupt,Hindi,4,154470
125,3488,"""Aasha Gayi, Usha Gayi, Main Na Gayi""",Aasha Bhosale,Paraya Dhan,1971,R D Burman,Hindi,4,261059
126,3481,"""Aashiq Hoon Main""",Aasha Bhosale,Pyaar To Hona Hi Tha,1998,Jatin–Lalit,Hindi,5,42230
127,3467,"""Aasmaan Pe Likh Doon""",Aasha Bhosale,Ek Jaan Hain Hum,1983,Anu Malik,Hindi,2,180410
128,3462,"""Aasman Se Mujhpe Bhi Barsa De Aag""",Aasha Bhosale,Hatimtai Ki Beti,1955,A. R. Qureshi,Hindi,4,173790
129,3445,"""Aate Aate Teri Yaad Aa Gayi""",Aasha Bhosale,Jaan Ki Baazi,1985,Anu Malik,Hindi,4,33160
130,3435,"""Aate Jaate Tujhe Dekha Tha""",Aasha Bhosale,Sweety,1981,Hemant Bhosle,Hindi,2,75000
131,3427,"""Aati Hai Humko Yaad Janwary Farwary""",Aasha Bhosale,Muqaddar,1950,"Bhola Shreshtha, Khemchand Prakash",Hindi,4,40990
132,3427,"""Aati Hai Mere Saamne""",Aasha Bhosale,Shahzada,1955,S. Mohinder,Hindi,3,135000
133,3427,"""Aati Rahengi Baharen""",Aasha Bhosale,Kasme Vaade,1978,R D Burman,Hindi,4,33400
134,3422,"""Aaungi Ek Din Aaj Jaaun""",Aasha Bhosale,Baseraa,1981,R D Burman,Hindi,3,322400
135,3418,"""Aaya Aaya Pyaar Ka Zamana""",Aasha Bhosale,Bhagwaan Dada,1986,Rajesh Roshan,Hindi,NAN,189100
136,3416,"""Aaya Hoon Main Tujhko Le Jaoonga""",Aasha Bhosale,Manoranjan,1974,R D Burman,Hindi,2,60000
137,3415,"""Aaya Tumpe Dil Aaya Kya Karu""",Aasha Bhosale,Do Ustad,1959,O. P. Nayyar,Hindi,3,37434
138,3415,"""Aayaa Holi Ka Tyohaar""",Aasha Bhosale,Navrang,1959,C. Ramachandra,Hindi,2,105200
139,3374,"""Aayenge Aaj Mere Jeevan Ke Nath Re""",Aasha Bhosale,Shri Vishnu Bhagwan,1951,Avinash Vyas,Hindi,4,33310
140,3374,"""Aayi Aayi Bahaar Karke Singhaar""",Aasha Bhosale,Bhimsen,1950,Avinash Vyas,Hindi,4,163835
141,3373,"""Aayi Asmaan Ke Raahi""",Aasha Bhosale,Krorepati,1961,Shankar–Jaikishan,Hindi,4,523227
142,3373,"""Aayi Bahaaren Leke Raaten Pyaar Ki""",Aasha Bhosale,Shahenshah,1953,S. D. Burman,Hindi,2,563880
143,3373,"""Aayi Diwali Aayi Kaise Ujale Lai""",Aasha Bhosale,Khazanchi[20],1958,Madan Mohan,Hindi,NAN,156613
144,3373,"""Aayi Mehekti Raat Dulhaniya""",Aasha Bhosale,Wafaa,1950,Bulo C. Rani,Hindi,NAN,69813
145,3373,"""Aayi Naino Me Kajra Daal Ke""",Aasha Bhosale,Thakur Jernail Singh,1966,Ganesh,Hindi,2,121555
146,3373,"""Aayi Pari Rangbhari, Kisne Pukara""",Aasha Bhosale,Do Phool,1958,Vasant Desai,Hindi,4,196343
147,3373,"""Aayi Parvaton Pe Jhoomti Ghata""",Aasha Bhosale,Jaag Utha Insan[56],1984,Rajesh Roshan,Hindi,3,57391
148,3373,"""Aayi To Se Milne Deewana Dil Le Ke""",Aasha Bhosale,Woh Raat Wohi Awaaz,1973,Sonik–Omi,Hindi,3,146308
149,3373,"""Aayi Zindagi Ki Raat""",Aasha Bhosale,Wanted,1961,Ravi,Hindi,2,184240
150,3373,"""Ab Bas Tarsana Chhod Do""",Aasha Bhosale,Sansar,1971,Chitragupt,Hindi,NAN,184750
151,3373,"""Ab Dekh Ke Kya Kare""",Aasha Bhosale,Veer Rajputani,1955,Bulo C. Rani,Hindi,2,44716
152,3373,"""Ab Jeene Ka Mausam Aaya""",Aasha Bhosale,Dillagi,1966,Laxmikant–Pyarelal,Hindi,4,227027
153,3373,"""Ab Jo Mile Hain Toh""",Aasha Bhosale,Caravan[43],1971,R D Burman,Hindi,4,183273
154,3373,"""Ab Kaun Mera Sansar Mein""",Aasha Bhosale,Shiv Kanya,1954,Manna Dey,Hindi,3,180000
155,3373,"""Ab Ke Baras Bhejo""[5]",Aasha Bhosale,Bandini[31],1963,S D Burman,Hindi,4,127409
156,3371,"""Ab Ke Baras, Barson Ke Baad""",Aasha Bhosale,Swarg Se Sunder,1986,Laxmikant–Pyarelal,Hindi,5,374840
157,3371,"""Ab Na Jaayegi Yeh""",Aasha Bhosale,Madhubala,1950,Lachhiram Tomar,Hindi,4,176135
158,3371,"""Ab Naya Tamasha Dekhegi Ye Duniya Sari""",Aasha Bhosale,Durga,1985,Sonik–Omi,Hindi,3,202406
159,3371,"""Ab To Batla Are Jalim""",Aasha Bhosale,Naughty Boy,1962,S. D. Burman,Hindi,3,127241
160,3371,"""Ab To Jane Do Saiya Mulaqat Ho Gayi""",Aasha Bhosale,Gunah Aur Kanoon,1970,Sapan Jagmohan,Hindi,4,103125
161,3371,"""Ab To Tum Sang Naina Laage""",Aasha Bhosale,Dhake Ki Malmal,1956,O P Nayyar,Hindi,2,145382
162,3371,"""Ab Toh Hamare Dil Ka Ishaara Badal Gaya""",Aasha Bhosale,Saudagar,1951,Hanuman Prasad Triloki,Hindi,4,272000
163,3371,"""Ab Yeh Bataa Jaye Kaha""",Aasha Bhosale,Baap Re Baap[4],1955,O. P. Nayyar,Hindi,3,151745
164,3371,"""ABC ABC Meri Sapnon Mein Chori Chori""",Aasha Bhosale,Ilzam,1954,Madan Mohan,Hindi,2,236348
165,3371,"""Abdullah Mera Naam""",Aasha Bhosale,Salaam Mem Saheb,1961,Ravi,Hindi,3,224120
166,3368,"""Abhi Na Jao Chhod Kar""[5]",Aasha Bhosale,Hum Dono,1961,Jaidev,Hindi,NAN,205822
167,3363,"""Acha Hai Mauka Kisne Hai Roka""",Aasha Bhosale,Sharada,1957,C. Ramchandra,Hindi,2,128000
168,3363,"""Achchha Ji Main Haari""",Aasha Bhosale,Kala Pani[19],1958,S. D. Burman,Hindi,NAN,207173
169,3363,"""Achchha Lagta Hai Yeh Bhola Bhala Sanwariya""",Aasha Bhosale,Mera Vachan Geeta Ki Kasam,1974,Shankar–Jaikishan,Hindi,3,195920
170,3363,"""Achha Wo Tum The Haay Zalim Tum The""",Aasha Bhosale,Chham Chhama Chham,1952,O. P. Nayyar,Hindi,NAN,281958
171,3363,"""Adab Arz Hai""",Aasha Bhosale,Arzoo,1965,Shankar–Jaikishan,Hindi,3,222387
172,3363,"""Ada-O-Naaz Ko Zaalim Tere Shamsheer Kehte Hai""",Aasha Bhosale,Raj Mahal,1953,G. P. Kapoor,Hindi,4,206821
173,3363,"""Ae Baby Ae Jee Idhar Aao""",Aasha Bhosale,Love in Simla,1960,Iqbal Qureshi,Hindi,4,178405
174,3363,"""Ae Bhola Bhala""",Aasha Bhosale,Jhumroo,1961,Kishore Kumar,Hindi,3,200352
175,3363,"""Ae Chori Chori Chupke Chupke""",Aasha Bhosale,Bullet,1977,R D Burman,Hindi,4,103036
176,3363,"""Ae Dard-E-Mohabbat Rok Unhen""",Aasha Bhosale,Pehli Shaadi[2],1953,Robin Chatterjee,Hindi,3,318800
177,3363,"""Ae Dil Ankhon Se Pee Le Ansoo""",Aasha Bhosale,Dak Babu,1954,Dhaniram,Hindi,2,235779
178,3363,"""Ae Dil Na Ro Leke Aansu Ke Haar""",Aasha Bhosale,Sabse Bada Rupaiya,1955,O. P. Nayyar,Hindi,4,195362
179,3363,"""Ae Dile Nashad Tera Shukriya""",Aasha Bhosale,Abe–Hayat,1955,Sardar Malik,Hindi,2,421244
180,3363,"""Ae Dilruba Jaanewafa Tere Siwa Kon Hai Mera""",Aasha Bhosale,Shirin Farhad,1956,S. Mohinder,Hindi,NAN,251992
181,3363,"""Ae Gham-e-Dil Kya Karoon"" (duet)",Aasha Bhosale,Thokar,1953,Sardar Malik,Hindi,NAN,120935
182,3363,"""Ae Gham-e-Dil Kya Karoon"" (female)",Aasha Bhosale,Thokar,1953,Sardar Malik,Hindi,NAN,232500
183,3363,"""Ae Haseeno Nazneeno""",Aasha Bhosale,Hum Do Daku,1967,Kishore Kumar,Hindi,NAN,207652
184,3363,"""Ae Jazbaye Mohabbat Itna Asar Dikha De""",Aasha Bhosale,Paapi,1953,S. Mohinder,Hindi,3,144405
185,3363,"""Ae Mere Deewane Dil""",Aasha Bhosale,Baghawat,1982,Laxmikant–Pyarelal,Hindi,4,194758
186,3363,"""Ae Mere Dil Jo Chal Diye""",Aasha Bhosale,Sarhad,1960,C. Ramchandra,Hindi,3,235747
187,3363,"""Ae Meri Jaan Chand Sa Gora Mukhda""",Aasha Bhosale,Puraskar,1970,R D Burman,Hindi,2,204080
188,3363,"""Ae Najarbaaz Saiyan""",Aasha Bhosale,Sawan Bhadon,1970,Somik-Omi,Hindi,NAN,186667
189,3363,"""Ae Saba Unse Keh Zara""",Aasha Bhosale,Alibaba and 40 Thieves,1954,"S. N. Tripathi, Chitragupt",Hindi,3,194120
190,3363,"""Ae Tu Kya Hai""",Aasha Bhosale,Khoon Ki Takkar,1981,Sonik–Omi,Hindi,3,401960
191,3363,"""Ae Yaar Sun Yaari Teri""",Aasha Bhosale,Suhaag,1979,Laxmikant–Pyarelal,Hindi,5,166253
192,3363,"""Afsana Pyar Ka""",Aasha Bhosale,Afsana Pyar Ka,1991,Bappi Lahiri,Hindi,3,89156
193,3363,"""Agar Babu Dil Hai Kabu, Toh Dar Nahi Tu""",Aasha Bhosale,Musafir Khana,1955,O. P. Nayyar,Hindi,NAN,221933
194,3363,"""Agar Jindagi Ho To Tere Sang Ho""",Aasha Bhosale,Balmaa,1993,Nadeem–Shravan,Hindi,4,147788
195,3362,"""Agar Saaz Chheda, Taraane Banenge""",Aasha Bhosale,Jawani Diwani,1972,R D Burman,Hindi,3,221414
196,3350,"""Agre Ka Lala Angreji Dulhan Laya Re""",Aasha Bhosale,Dus Lakh,1966,Ravi,Hindi,3,184782
197,3350,"""Agre Se Ghaghro Manga De""",Aasha Bhosale,Chor Machaye Shor,1974,Ravindra Jain,Hindi,4,251854
198,3350,"""Aha Kya Teri Zulfen Hain""",Aasha Bhosale,Hum Sab Ustad Hain,1965,Laxmikant–Pyarelal,Hindi,2,534752
199,3350,"""Ahe Lo Pyaar Ke Din Aaye""",Aasha Bhosale,Khel Khel Mein,1975,R D Burman,Hindi,4,216393
